"","elapsed_seconds","sse_loss"
"1",0.169999999999959,6.0264241866447
"2",0.385999999999967,4.43913525286556
"3",0.774999999999977,3.81558416580778
"4",1.38299999999992,3.77857183751079
"5",1.56399999999996,3.77634017959746
"6",1.74799999999993,3.73579935018997
"7",1.928,3.58745906906255
"8",2.12599999999998,3.16616665572487
"9",2.303,2.90909876792681
"10",2.476,2.74548828992409
"11",2.64499999999998,2.68333892243814
"12",3.19099999999992,2.66334224892612
"13",3.37,2.63868041535978
"14",3.553,2.61568640120503
"15",3.72199999999998,2.55235855062246
"16",3.88900000000001,2.52666930965173
"17",4.06599999999992,2.50949065884661
"18",4.26400000000001,2.48997106828129
"19",4.44299999999998,2.48198269504853
"20",4.61299999999994,2.47861356596801
"21",4.78899999999999,2.4686526966464
"22",5.30999999999995,2.46776519989185
"23",5.49699999999996,2.46603391140092
"24",5.67999999999995,2.46407230375833
"25",5.85899999999992,2.46270105090414
"26",6.02800000000002,2.4622148848125
"27",6.20899999999995,2.46184586931569
"28",6.40300000000002,2.46118224342976
"29",6.57399999999996,2.46059276770079
"30",6.91099999999994,2.46043488726778
"31",7.34499999999991,2.45978546234459
"32",8.22799999999995,2.45971079110332
"33",8.75799999999992,2.45967270565771
"34",9.04899999999998,2.45963569021253
"35",9.35299999999995,2.45957170247413
"36",9.65699999999993,2.45952798542528
"37",10.255,2.45946886450837
"38",10.554,2.45941928605552
"39",11.0989999999999,2.45937600404622
"40",11.269,2.45936510177864
"41",11.451,2.45934818902675
"42",11.627,2.45933827338373
"43",11.8149999999999,2.45933153402247
"44",11.985,2.45931149338896
"45",12.154,2.45930939003616
"46",12.3829999999999,2.45926423474997
"47",13.788,2.45926341859654
"48",14.13,2.45926243032302
"49",14.365,2.4592514269047
"50",15.3869999999999,2.45924946521543
"51",16.467,2.45924940735854
"52",16.957,2.45924903217104
"53",17.14,2.45924726101025
"54",17.3,2.45924684015198
"55",20.129,2.45924197651304
"56",22.774,2.45924051926931
"57",24.9599999999999,2.45923756722615
"58",26.629,2.45923721891587
"59",26.9409999999999,2.45923524996207
"60",27.932,2.45923471590639
"61",28.807,2.45923424870342
"62",29.1469999999999,2.45923331963338
"63",29.492,2.4592318450858
"64",30.011,2.45923070438952
"65",31.8689999999999,2.45922951383522
"66",32.033,2.45922805095107
"67",32.2139999999999,2.45922522545363
"68",32.5649999999999,2.45922026092794
"69",37.432,2.45921871710934
"70",38.1,2.45921869213003
"71",38.76,2.4592180079129
"72",41.0849999999999,2.45921623252552
"73",51.303,2.4592162247227
"74",63.5319999999999,2.45921584153469
"75",74.7339999999999,2.45921538762965
"76",75.89,2.4592153867522
